review,label
Ipad_1 là đủ xài,0
"Bảo_đảm mua máy 5tr sẽ hối_hận , cho_dù nhu_cầu cao hay thấp . Mà ngộ là dòng máy này lỡ mua rồi bán lại không ai mua , có mua cũng bị ép_giá . Thà mua máy cũ tầm 5tr mà bán lại còn có_giá hơn .",-1
Ít lắm là 20 củ . Nhìn mà thèm,1
Giá chát quá .,-1
ứng_dụng hay,1
﻿Mình đang dùng iphone_6 + và mình rất khó_chịu với camera lồi . Máy mỏng đến mấy mà camera lồi thì cũng chẳng để làm_gì vì phải dùng vỏ ốp để chống xước camera . Mong rằng e_7 đèng có ra camera lồi để chạy_đua cái danh mỏng vô_nghĩa . Mình thích tai_nghe chuẩn cũ hơn vì sẽ tiện hơn nhiều do a nào đút vào cũng sướng còn bi giờ thì_có phải lúc_nào cũng kè_kè có tai_nghe chuẩn mang theo bên mình dc đâu . Nói_chung ko phải_cái gì khác người cũng đã là hay . Các bạn nên ý_kiến về những j mình ko hài_lòng để thể_hiện quyền_lợi người tiêu_dùng .,-1
Máy_tính hay laptop còn chưa có Ram 10gb . Khi nào laptop lên Ram 10gb bạn nói mình để mình mua nhé .,0
nó vẫn báo rung báo cuộc_gọi chỉ là k trả_lời trực_tiếp đc thôi  ,0
Xin_lỗi nhé . chả ai bán cho quý_vị đâu . Xiaomi còn k phân_phối chính_thức ở vn kìa . Mà hàng xiaomi luôn cháy nhé . Chào thân_ái các táo cuồng,0
"Nhà mình đang xài sony_42w674 . Sony dòng R không bằng dòng ư tuy_nhiên sony có ưu_điểm màu thực k rực_rỡ giả_tạo như mấy em Hàn , màu k bị bệt . Nhược_điểm màn_hình bị hở sáng ( cũng không quan_trọng lắm vì k phải hàng cao_cấp nên hãng nào cũng bị ) . Mình thì khuyên bạn nên chọn sony",0
meizu_m_2 thấy tốt hơn,0
"con này thì về Việt_Nam đã được mở mạng và sử_dụng với các mạng ở Việt nam bình_thường bác ạ , nghe gọi , nhắn_tin , 3G và wifi đều ổn  ",1
Lại sắp giống Nokia rồi . Lên đỉnh rồi xuống_dốc . Đó là quy_luật thôi .,-1
NICEEEEEEEEEEEEEEEEE  ,1
Ủng_hộ bạn hết_mình . Mua mau lên kẻo hết đó bạn .,0
Ế chắc,-1
Đang dùng logitech_M545 và chưa bao_giờ muốn đổi em khác . vì nó có hư đâu mà đổi .  ,1
Giá 6 củ thì cũng bình_thường nêú ko muốn nói là cùi  ,-1
﻿Tui 2 nam moi doi i_Phone mot lan . Neu i_Phone_7 thiet_ke nhu dzay thì xài i_Phone_6 thêm 2 nam nua .,-1
Sao mấy ông TQ không làm giống s_6e hay s_7e nhỉ . Thích 2 con đó mà không đủ tiền . Chờ TQ nhái theo để xài mà mãi k có .,0
Mua sản_phẩm đôi_khi chỉ cần 1 tính_năng xuất_sắc thôi bạn .  ,0
"cái vỏ của nó đã đat rồi , đất thật nhưng phải công_nhận nó đẹp",1
Đẹp à,1
"Tính mua mi_band mà lụm được em Nabu_X này giá rẻ , xài thấy rất đáng tiền , chất_liệu cao_su rất tốt , đeo vào nhìn cực chất , đo giấc_ngủ chuẩn_xác , rung mạnh , và rung cuộc_gọi đến khi mình bắt máy mới thôi , đèn thông_báo sáng rõ , pin cũng khá trâu .",0
đã bán rất nhiều loại này giá ko cao như trên .,-1
iphone cũng can ý_tưởng rồi,-1
G4 khỏi suy_nghĩ rồi,0
Iphone7 chỉ thay_đổi màu thôi sao . . ?,-1
Kết quá đi,1
Vậy e sài cái Q10 hư thì chia_tay lun .,-1
Quá tuyệt_vời  ,1
"Ko anti hàng TQ nhưng mua con Oppo này là 1 sự lựa_chọn rất tồi , Camera trước 16mpx là 1 sự thừa_thải bởi_vì khi selfie chụp 1 lần cả chục tấm mà mỗi tấm từ 2 - 3 MB thì đảm_bảo mau hết bộ_nhớ_trong . 5 mpx để selfie là đủ rồi .",-1
"Xin chia buồn với ai đã mua ip_4,5,6 ... . tớ chuẩn_bị mua ip_7 đây . con này tk đẹp nhất từ trước tớn nay và bây_giờ mới có hứng với ip .",1
"SSD không xóa dự_liệu , chỉ đánh_dấu là trống có_thể ghi dữ_liệu lên thôi  ",0
"﻿Samsung_galaxy_s_6 dùng đúng 1 năm 10 ngày là bị chết màn_hình , tưởng mình xui hoá_ra khi đem xuống trung_tâm bảo_hành gặp toàn khách bị lỗi màn_hình , có cả s 7 nữa . Vĩnh_biệt samsung từ đây",-1
﻿Dòng Asus trong tầm giá khi nào cấu_hình cũng khủng nhất nhưng sài rồi mới biết nó ẹ nhất .,-1
Dự là doanh_số lại hẻo với cái giá trên trời đó . Tin tôi đi cuối năm nay ko quá 10 củ,-1
"Mình ngán smartphone đến tận cổ rồi , nó làm mình trở_thành ' stupidman ' !",-1
Nếu thực_sự đây là IP7 thì doanh_số sẽ tụt_dốc thảm_hại vì không có gì mới cả về kiểu_dáng lẫn tính_năng .,-1
"Xài đi rồi thấy cảnh , phụ_kiện rất đắt_đỏ ví_dụ như thay màn_hình hết gần 3tr và tới đại_lý chờ 1 tuần , chưa kể hàng China",-1
Nghe_nói dòng K của asus rất tệ .,-1
"﻿Mình xài samsung_series_9 mỏng , nhôm nguyên khối , viền mỏng teng nhìn đẹp hơn hẳn",-1
"Sao mấy ông bữa trước bảo cháy hàng dài_dài mà chạy đâu hết rồi nhỉ , chắc đang tiết_kiệm tiền chuẩn_bị xếp_hàng mua Note_7 rồi = ) )",0
"﻿Đang xài redmi_3 nè , nhôm nguyên khối chỉ kém là phần 3D hơi thấp",-1
"Chẳng có hàng gì rẻ mà hay cả ... "" . . miếng pho_mát miễn_phí chỉ có trong chiếc bẫy chuột . . "" ... hãy nhớ điều đó để không_bao_giờ phải khóc_than .",0
tivi hàn nhật giờ không ăn nổi tivi china đâu .,0
Cũng ngon . Ma giá zen năm nay cao quá .  ,1
"Mình thấy lung_linh , nhiều tính_năng , giá cũng ko chát quá !",1
﻿Tôi thì chưa dùng đồ hw nhưng đã dungy xiaomi_note_3pro ảnh chụp ảo tung chảo nói_chung là chán moi mặt,-1
"Không biết bác xài sao chứ e xài smart tv của samsung mà thấy vô app cái là nó đứng , lag tắt phím nguồn cũng ko được toàn phải rút dây_điện . Mà bị hoài , biết vậy mua cái android box gắn vô xài cho_rồi . Mua smart tốn tiền mà xài thêm rước bực vào thân . Đc cái remote của tv samsung đẹp : )",-1
Tuyệt_vời . Có 500Gb bộ_nhớ trực_tuyến thì không còn gì phải lo nữa rồi .,1
VN nhập về đi . Mình Đăng kí 10 chiếc . Ko thể tin nổi smartphone chưa đến 100k .,1
"không bạn ạ , ngày_xưa hay bị chập chơn vì chưa lên được quốc_tế , bây_giờ dùng thậm_chí sóng còn tốt hơn 1 số dòng máy ở nhà .  ",1
"Hiện_tại mua trên lazada rẻ nhất rồi 820k Pin con này trâu , nếu xài bình_thường nó trụ dc hơn 40 ngày cho 1 lần xạc , tui xài 19 ngày rồi mà mới mất có 41% pin",0
e thích nhất chuột Logi - đáng đồng_tiền  ,1
"Mình cứ Anker thẳng tiến . Anker chất_lượng , đẹp và nếu mua bên kia thì ko hề đắt  ",1
"Chưa được trải_nghiệm nên không có nhận_xét gì , chỉ thấy rằng nó rất đẹp , đẹp theo đúng nghĩa một chiếc đồng_hồ !",1
muốn có 1 con quá,1
Bản này ngon nhất trong các bản WIN ( trừ XP )  ,1
Không nên mua sony . Đã xác_định trả_góp thì mua loại khác không hối_hận đấy bạn,-1
Con Fuji chất ảnh tốt quá . Mua để chụp ảnh thì Fuji có_vẻ ok hơn Sony . Quay_phim thì Fuji nhiều khi chơi ko lại con A6000 luôn ấy chứ nói chi tới A6300 .  ,1
"Hàng LG mới hay lỗi vặt nhé , đột_tử lúc_nào không biết",-1
Hic các bro cứ dìm lung_tung . Mình mua ở đây vài lần . Hôm rồi cũng đặt vidonn_a_6 . Gửi đúng 3 ngày về điện biên . Mua 3 món dự_phòng xiaomi + a6 + kích sóng xiaomi . Đc bonus case + bàn di chuột . Nói_chung hàng ngon . Giá tốt . A6 đang trải_nghiệm . Quay tay tầm 50 độ mới sáng màn_hình . Pin sạc tầm 2h . Còn lại đang chờ đánh_giá  ,1
"Thiết_kế gì thế_này , thôi rồi Sony mất chất thật rồi , nhìn như hãng nào khác chứ không phải Sony nữa .",-1
"Cầm ip thì thấy sự khác biêt , còn cầm SS đố mà biết loại nào",0
Huawei GR5 qua ́ tô ́ t . Camera của máy có độ_phân_giải 13 megapixel với khẩu_độ 2.0 còn camera trước là 5 megapixel với nhiều chế_độ hỗ_trợ chụp tự sướng .,1
Note_3 xài 2 năm chưa xi nhê gì . Thậm_chí con huawei tàu h 6 của tui cũng xài bình_thường . Có mấy bác mua đồ android quá yếu rồi cài ứng_dụng không xóa file gốc nó nặng lên thì trách ai .,1
"Viền dưới thì dầy_cộp . Sao ko để mấy nút home , back ở đó mà cứ đưa vô cái màn_hình làm_gì ? ? ? ? xài ức_chế",-1
Mình là mình sẽ mua . Vì tiện_dụng và di_động ! Có khả_năng biến chiếc tv của mình thành smart_tv hehe,1
"﻿Không hiểu sao đang dùng Microsoft_950_XL được quảng_cáo là chiếc điện_thoại tốt nhất nhưng dùng thì chậm vô_cùng , facebook vào cực_kỳ chậm và máy thường_xuyên bị treo do quá nóng , chuyển đến trung_tâm bảo_hành thì báo máy nó như_thế . Rất thất_vọng thì sản_phẩm giá thì cao nhưng tiện_ích mang lại không như ý_muốn mặc_dù điểm mạnh của chiếc điện_thoại này chụp hình rất đẹp",-1
cục sạc này dày quá  ,-1
Apple không muốn làm i_Pen cho phone vì không muốn i_Fans bị mỏi tay thôi .,0
Mình nghĩ để xem phim cũng khá đã đó . Thánh nào đã dùng cho vào một lời bình với nhỉ : D,0
"WP chán lắm bạn ơi . Mình ra cửa_hàng tại các quầy có máy Microsoft rất ít người đến coi , vậy_là hiểu thị_hiếu người tiêu_dùng thế_nào rồi",-1
Chẳng có gì mới,-1
"Mình đã mua ống_kính mắt_cá fish-eye cho em bphone của mình , chụp góc rộng và vòm khá đẹp , nói_chung rất ưng .",1
Mi5 ko có thẻ nhớ mà quát giá trên trời !,-1
mình dùng con 250k cũng thấy quá đẳng_cấp,0
"﻿Ngoại_hình có tí_xíu đột_phá trong việc dời dãy ăng - ten + thêm các tai_nghe cổng lightning thì theo ý_kiến RIÊNG của em ip_7 sẽ "" thành_công "" hơn . Em ko là fan của ai hết nhé : (",-1
Thấy thích rồi,1
Bức hình nào_là nhỏ_xíu . Và 950 chưa bjo là cái đt có camera cùi .  ,1
"Hi . Mình cũng đang hóng Note_6 ra để mua ... Note_4 , hy_vọng lúc đó Not_ 4 sẽ còn khỏang 8t . Note 6 thì quá đỉnh , mình không chống nổi .",1
"Bạn mua máy đổi trả đi , xài chán thì trả lại , mất phí 10% thôi , ví_dụ mua 2 triệu , trừ 10% là 200 ngàn , thu lại được 1tr8 .",0
Cái nút nguồn xấu_xí của sony đâu rồi ấy nhể . Còn cái nút đó thề không_bao_giờ mua sony,-1
Sao cái thằng nào giá rẻ sau 1 thời_gian làm ăn được rùi là cứ tăng_giá lên nhỉ ? Đảm_bảo với giá này zen_3 sẽ chết chắc .,0
"﻿Magic_mouse mà ngon hơn mới_lạ , Magic_mouse chỉ_được_cái đẹp , pin thì ăn 2 tuần hết , ko di trên mọi bề_mặt được bạn nhé , bảo_hành thì hãng bảo_hành 1 năm , còn Logitech thì năm nhé # # chuột này em đang dùng , chuột magic_mouse bỏ tủ  ",-1
"﻿màn_hình to quá mà giá mắc quá , cứ làm con HTC_10_mini 4,5 inch giá phải_chăng mình mua ngay",-1
Mảng camera và cảm_biến cho nó nữa bác  ,0
"Tôi khuyên bạn không nên mua sam sung . Thực_sự sam sung và Sony rất hay hỏng nhất_là màn_hình . Tôi là thợ sc điện_tử hai loại ấy hỏng quá nhiều . Bạn nên mua LG tôi thấy đỡ hơn và cũng đẹp , vừa túi_tiền .",-1
Nhìn cũng được . Nhưng lối thiết_kế quá cổ . TK xứng tầm cách đây 2 năm trước . Hiện_giờ rất nhiều điện_thoại thiết_kế còn sang hơn nhiều . Và cấu_hình màn_hình vượt_trội . Giờ mọi người dù đẳng_cấp hay bình_dân cũng chọn hết samsung,-1
Bao_giờ 9900 giảm_giá nhỉ ae : ) ),0
Nền_tảng bảo mặt là phần cốt_lõi của hệ_điều_hành Android nếu Samsung nghĩ rằng dùng mống_mắt chỉ để mở khóa điện_thoại thì sẽ làm người dùng chủ_quan ! ? !,0
Chính_xác là nhái Xiaomi . Mua cục Xiaomi 10400mAh giá chỉ bằng một_nửa  ,-1
"Tính dự_định dô ĐH làm em 6_Plus , đọc cái này hoang_mang quá : (",0
"cái này đc đấy , mình thích đồ chính hãng .  ",1
Đáng đồng_tiền  ,1
"﻿Chào bạn Phần_mềm_diệt_virut_Total không phải của Microsoft , vì là bản miễn_phí nên vẫn tiềm_ẩn nguy_cơ bị virut xâm_nhập . Muốn máy_tính , smartphone được an_toàn bạn vui lòng sử_dụng các phần_mềm uy_tín và có trả phí để được thường xuyên cập_nhật , nâng_cấp phiên_bản tốt hơn .",0
Ống_kính chất_lượng build tốt thế . không giống mấy cái trước nhìn cùi cùi . nhìn màu coating cũng đã nữa  ,1
Pin tồi_tàn quá,-1
Dep qua,1
Viền dày quá ! Nếu có thêm khe ssd để nâng_cấp thì sẽ hay hơn . Nếu có bản màn full hd thì càng tốt .  ,0
"Từ hôm anh HXV đạt vàng olympic thật_sự là samfan đã bớt tăng động hơn , biết nhìn_xa_trông_rộng hơn , còn mình hy_vọng Xperia_XR thành_công . Dù_sao sony cũng là 1 tượng_đài về đồ điện_tử và sản_phẩm cũng khá đẹp_mắt , chúc Xperia_XR thành_công .",1
Nhìn như Lumia ... Thất_vọng nếu IP làm như hình,-1
"Đang phân_vân con này với vidonn_x_6s quá , x6s đếm bước chân chuẩn không bác runita , chắc em xài vụ này nhiều nhất chứ mấy cái kia ko xài mấy .",0
Tuyệt_phẩm nhễ,1
Ban mua MI_4 của xiamao hơn tuy là của tàu nhưng dùng sướng hơn samsung và sony cấu_hình hơn hẳn,1
"Nguyễn_Văn_An : Fan đã cài_đặt driver âm_thanh đầy_đủ chưa ? Và xem_lại không_gian Fan thưởng_thức âm_thanh có quá rộng không ? Có nhiều nguyên_nhân ảnh_hưởng đến âm_thanh , Fan cần check lại xem như_thế_nào ?",0
﻿17cu thì mua lg_v_10 vừa đẹp mà con dư tiền,-1
Mua Gear_s2 ngon hơn chứ bác .,0
"Từ ngày dùng Xiaomi_mi_4 tôi rất thích Xiaomi bởi phong_cách thiết_kế rất đẹp , chắc_chắn , phần_mềm được cập_nhật rất tối_ưu , chụp ảnh tốt , màn_hình đẹp , thời_lượng pin rất ấn_tượng . Rất mong Xiaomi chính_thức được phân_phối tại Việt_Nam .",1
"hàng xịn - mắc nhưng bền , ko lỗi , lag , treo máy như SamSung , Zenphone , Asus",1
"Độ nhạy tối_đa 6400iso , 3 hình/giây . Công_nghệ của 15 năm trước mà giá trên trời : D",-1
Bphone cũng xài linh_kiện của tq đấy bạn .,0
"Thôi rồi , bye bye BB ! ! !",-1
Cầm 9tr đi mua cái Zenphone cũng hơi ngại thật !,-1
"﻿Tôi thì thấy là Microsoft đã quá coi_thường người dùng trong thiết_kế giao_diện của Windows_Phone Windows_8 trở đi . Giao_diện Live_Tiles với tôi chỉ là một mảng màu giống giống nhau , lúc cần không biết nhấn vào đâu ; quá rối_rắm , quá nhiều thông_tin không cần_thiết quá xấu",-1
"thớt ở Mỹ nên hầu_như quẹt là xong , tuyệt  ",1
Đây là điều nhảm_nhí nhất mà tôi từng biết . Ôi apple thần_tượng của tôi .,-1
Lê_Duy_Linh lần đầu_tiên trong cuộc_đời t mới vừa_mắt một con tầm trung của samsung = ) ) ) ),0
Cứ bảo sao ko ai dung BlackBerry .,-1
"Quá đẹp và chất với mức giá . Đã dùng qua Mi4 và trải_nghiệm Mi_note , tai_nghe pistone và loa di_động của Xiaomi nên rất tin_tưởng sản_phẩm Mi . Và có 1 điều là 99,9% với những_ai đã thực_sự dùng sản_phẩm Xiaomi cũng đều hài_lòng . Riêng vỏ kim_loại của Mi4 phải nói là bá_đạo trong việc chống va_đập ( làm rơi 3,4 lần mà màn_hình không sao ) . Sẽ mua Mi5 và kính thực_tế ảo để trải_nghiệm với Mi5 đã có ý_định mua S7 .",1
Chậm ? ? ?,-1
Mới được dùng ổ_cắm đa_năng Xiaomi . Cảm_nhận thất_vọng với giá hơn 200k,-1
nên mua 100 con nếu hàng xịn,0
4.2 tr chi co the la gia thoi ban,0
"Pin e này trâu_bò nhất trong dòng smp nhật nhé bác , chắc chỉ thua sh_01f thôi , còn 01g thì same same  ",1
"Kết cái hệ_điều_hành Cyanogen này , tối_ưu từ bản_gốc của Google android thì ít rác chạy mượt hơn mấy con khác với_lại không ngốn nhiều Ram .",1
Mình kết cái dây kim_loại rồi đấy nhìn sang_trọng,1
Trông đẹp và khỏe ... nhưng không đủ xiền .,1
Cần 1 Đt màn_hình vừa_phải ( tầm 5 in ) cam ko lồi ( ko cần mỏng lắm ) . CPU tầm820 ram 4G màn_hình chống xước mạnh ( vì ko thích dùng BCS ) pin đủ dùng thoải_mái trong 1 ngày . Mà chưa thấy con đt như_ý .,0
"lên mạng ít thông_tin người dùng của em này quá , toàn note_3_pro , mà màn to thì ko thik , mình vẫn phân_vân em này và em m_7_dual_sim",0
"Qihoo 360_Total_Security là spam của china nha bạn , nên gỡ gấp và tốt nhất nên cài lại windows , rất nhiều cmt của người dùng nc ngoài bảo là phần_mềm ấy có spy",0
﻿Vâng Tim_Cook đang dần từ_bỏ những di_sản đặc_trưng ko thể nhầm_lẫn của Iphone do Steve_Jobs để lại,-1
"﻿anh China sẽ ra hai sản_phẩm , sản_phẩm đầu_tiên là cục chuyển_đổi từ Lightning sang 3,5mm để đáp_ứng cho các tai nghe xịn . Sản_phẩm thứ 2 là cục chia 2 cổng Lightning , 1 bên ra 3,5mm , 1 bên vẫn là Lightning . Ngày mai sẽ có ! Chắc_chắn .",0
"ổ_cứng ít gì cũng 5400rpm chứ mấy em e MMC truy_xuất dữ_liệu cực chậm , ức_chế lắm  ",0
"Máy này như_vậy là được cấu_hình ổn , pin tốt lại hỗ_trợ 4g ko như samsung_j_7 , oppo_f_1 có đâu mà giá_thành lại cao nhất_là oppo_f_1 giá bán lúc mới ra tới 6,5 t",1
"﻿đã từng là fan của sony mình có đôi điều cần nói với bạn , hiện_tại sony không ổn về chất_lượng , lỗi phần_cứng khá nhiều , bạn nên từ_bỏ sony đi để không fải gặp những lỗi loa rè , liệt cảm_ứng khó_chịu ấy , thay vào đó theo yêu_cầu của bạn thì bạn có_thể chọn samsung_s_7_edge hay 1 loại đt nào khác mà ko fải sony , đã rất sợ sony rồi",-1
Mình chỉ thích samsung . Kaka,1
"rat tốt mua di bạn , nhà tôi mua smart cua sam_sung 3 năm rồi",1
Cho tiền ko xài . Ngán_Androi zoài,-1
"A_Q mà nhận gia_công thì i_Phone chỉ đáng 1,5 tr là_cùng , sao cao_cấp bằng BPhone được về cả phần_cứng lẫn phần_mềm được",0
Mới mua 1kai . k chơi pokemon dc . Giờ đem đi đổi mất 20% . Hjc,0
"Android nhập liệu bằng lời_nói rất chuẩn , nhanh , nhiều ngôn_ngữ cùng lúc",1
"cải_tiến của ss k chỉ là việc tăng dung_lượng ram mà_còn chuyển từ DDR3 14nm lên DDR4 10nm , các ifan sẽ sớm đc sử_dụng trên ip_8,9 gì đó thôi , k cần gato đến vậy đâu",0
mới tậu em nó 27/06 ... chưa sài nhiều nữa ... . nên chưa giám nói gi nhieu ... nhưng sony thì mình vẩn thích ... đừng quan_trọng giá_cả . . quan_trọng là chất_lượng và độ bền mà thui . .,1
đúng là iphone là nỗi ám_ảnh hàng giờ đối_với ss và samfan,0
"Bạn phải hiểu tương_lai card gtx_9xx sẽ bị ngưng support và hỗ_trợ hiệu_năng , trong khi thế_hệ mới gtx_10xx và rx_4xx còn đc buf nhiều , và trông thế thôi chứ từ xưa đến nay nvidia làm mấy con gt cấp thấp khá kém chất_lượng . Tương_thích thì vẫn tương_thích nhưng thực_tế nhìn vào hiệu_năng amd cho các game dx_12 với vulkan sẽ thấy hiệu_năng đc đẩy cao hơn kha_khá , trong khi nvidia thì game dx_12 cũng_như dx_11 cũng tầm_tầm vậy và có vulkan hay không cũng thế . Nên nhớ rx_480 fps vào game có_thể ngang bằng cả gtx_1070 trên các game có nền_tảng support tốt cho amd . Và cũng đừng quên dx_12 chạy trên amd tốt như_thế_nào so với nvidia . Còn truyền_thống chung của amd là sp rất lâu cho các đời vga và thường sẽ tăng hiệu_năng sau mỗi lần update , rx_480 hiện_tại cũng mạnh hơn 5% sau khi update rồi đấy , còn nvidia có trò dậm chân hiệu_năng , bóp card đời cũ . Rồi sẽ đến thời_điểm gtx_960 chỉ mạnh bằng rx_460 như đám gt_630 thua hd_7730 tại thời_điểm này vậy , và rồi nvidia phải ra gt_730 để mạnh bằng hd_7730 già tuổi cũ_kỹ . Rồi sẽ đến lúc gtx_1030 mạnh ngang rx_460 và con gtx_950 960 sẽ không đủ sức_mạnh để so_sánh với rx_460 nữa",0
Ghê thế nếu đúng là thật thì sam gặp đối_thủ rồi .  ,1
Ở tầm giá đó mà có một chiếc điện_thoại đẹp như này thì quá tốt,1
"﻿Máy HTC_one_V khi xưa của mình vừa mua xong đã phải bảo_hành , không được up android , Sensei chạy rất lag và nặng , loa kém hơn iphone thấy rõ . Từ đó mình ghét HTC .",-1
Chỉ dùng dòng BB10 và dừng . Còn dòng từ adnroid sx ở tq thì từ nay ... . chia_tay,-1
ước_mơ bấy_lâu được cầm lại 1 chiếc điện_thoại nắp gấp đã sắp thành hiện_thực,1
"Cũng đang tính tìm mua 1em sạc dự_phòng , thấy con này cũng hay  ",1
"Hình bị cháy sáng quá nhiều , hình chế_độ HDR thì như có 1 màn sương vậy . Cam chưa thật_sự tốt vs giá_mà nó mang lại  ",-1
"﻿3d_touch chỉ để quảng_cáo , có rất ít tác_dụng",-1
Em đang dùng đúng cặp này nhưng p 8Z77-V chứ 87 chắc bác ấy bật ko lên kêu cháy card rồi : v,0
"﻿nói thật APPLE xài chán , đang xài ip_6_plus mà thấy lúc_nào cũng phải cập_nhật bản vá lỗi APPLE , 9.1 rồi , 9.1 . 9.3.1 rồi giờ 9.9.2 treo máy .",-1
may_mắn là mình mới lên đên 9.2 thôi nhưng_mà lâu_lâu mấy cũng bị đơ hoài,-1
Rất nhanh và mượt mình rất thích,1
Tại_sao lên 4.0 mà nghe nhạc loa lại bé hơn 2.3 nhỉ !  ,-1
"﻿thừa quá , chỉ cần s_3 hay LG_optimus_G la đủ rồi",-1
﻿Chỉ có 2 từ: Quá xấu.,-1
﻿Quá ngot . Bao_h về VN để múc một em nhỉ .,1
"em xài Passport được 1 năm và chắc_chắn sẽ đổi vì quá nhiều app muốn dùng như BB không hỗ_trợ , còn lại các phần kia thì BB ok",0
Hic ... ... ... ... ... ... . . giờ còn 1G Ram,0
Tự_dưng camera ko lồi cảm_thấy nhớ nhớ samsung ngày nào ... có lẻ lồi ra đẹp hơn ... ? ? ? ? ? ?,0
"Mình cũng giật kinh_khủng , cảm_thấy hơi nản về cái bluetooth của nó ... . . đã cập_nhật El_Capitan mới nhất , lúc đầu ko bị , 1 thời_gian sau lại giật lại như_thường  ",-1
"Viền dải kim_loại nhìn cũng đẹp mà bạn , còn viền kim_loại được build trên mấy con cao_cấp thôi .",1
"Hy hy , đep qua ́ .",1
"gái gái PS : máy_ảnh hơi ẹ , ko trong , màu ko thật  ",-1
Cái loại vỏ nhôm viền nhựa xấu xấu ấy_là hàng rẻ_tiền của Samsung mà . Nhìn vẫn còn cân_đối chán so với iphone_6 . : ) ),0
Không có những cộng_nghệ đi đầu nhưng xiaomi luôn đi đầu về giá . kkk,1
e ổ_cứng 128GB của i_Phone chỉ bằng 32GB của android thôi nhé bạn hiền,0
"﻿chuẩn bác ak . chỉ có_điều em nó thứ nhất_là giá hiện_tại vẫn khá cao , thứ 2 là chưa đủ thuyết_phục để nâng từ f_05f lên.ko e đổi lâu rồi  ",-1
"Đó là giá_thành sản_phẩm trên những tính_toán mang tính lý_thuyết , còn trên thực_tế thì giá của một chiếc i Mac cũng sản_xuất tại Mỹ thì chẳng đắt hơn sản_phẩm sản_xuất bên ngoài nước Mỹ . Bởi_vì khi ấy công_ty Apple sẽ chịu_khó đầu_tư đầy_đủ máy_móc tự_động công_nghệ_cao trong lắp_ráp sản_phẩm theo dây_chuyền , chứ không cần phải thuê_mướn nhiều nhân_công như tại TQ vậy !",0
Cảm_ơn Apple đã cho ra ý_tưởng màu xanh dương để các hãng khác nối_gót theo sau Sốt_ruột quá Ip7 ơi,1
IPhone so 1,1
iphone pin đã ko đạt chuẩn còn thêm cái quạt nữa .,-1
1 . chất_lượng truyền_hình chưa_thể bắt kịp công_nghệ hình_ảnh ( khoảng45 % hd ) chưa nói full hd . 4k làm j 2 . bỏ đống tiền chỉ sử_dụng 1/3 chức_năng tv là quá lãng_phí . như_vậy mua tv chỉ nặng về trang_trí . sang chảnh . 3 . mỏng nhẹ dẫn đến hiệu_suất làm mát kém và tuổi_thọ thấp . 4 . tóm_lại tốt là giá_thành rẻ nhất . thời_gian sử_dụng dài nhất . hợp với chất_lượng TH nhất,0
viền dày mỏng gì gì không quan_trọng bằng chất_lượng hình_ảnh hiển_thị  ,0
Chờ_đợi em này .,1
"Thực_sự là ứng_dụng đủ dùng nhưng mình cũng không_thể chạy ngược xu_thế , nhiều khi thấy mấy đứa bạn có những ứng_dụng mà BB không cài được hoặc không dùng trơn_tru ... bực không_thể tả , bỏ hơn chục chai có mỗi cái ứng_dụng không sài được ức_chế lắm bạn .",-1
Iphone_4s lên 9.3.2 chạy ầm_ầm nè . Chỉ để nghe gọi thôi . Mua 6s_plus để giải_trí,1
"﻿TQ K quan_trọng , quan_trong là nó xấu",-1
Nếu vừa sạc vừa nghe nhạc thì cũng k nguy_hiểm lắm . nguy_hiểm nhất_là vừa sạc vừa chơi game nặng hay dùng 3g YouTube các kiểu,0
"Ram càng cao thì càng tốt chứ sao . cái gì cũng phải có sự nâng_cấp ko nhà_sản_xuất nào muốn dậm chân tại_chỗ cả . còn xin thưa mấy anh cứ nói 4GB ram thua đa_nhiệm 2ram ios.iphone 2GB ram Gpu nó kéo màn HD nhẹ hơn bên 4GB màn 2k.thực tế các máy dòng cao_cấp android chạy đa_nhiệm ko thua iphone 6s là mấy . nó chỉ hơn nhau chậm nhau tính bằng mấy giây , còn chưa dùng dòng cao_cấp android nhiều thì đừng phán bừa nhé",0
2 sim ngon quá,1
Yêu 	Black_Berry,1
"﻿đúng rồi , như apple có làm ra đc cái gì đâu , con A9_apple còn chôm của hội nghiên_cứu_sinh đại_học wicousin .  ",-1
mong ra con neo mấy con ps_4 thường bản refurbish trên amazon sẽ giảm_giá,0
Đúng là vua hàng nhái,-1
4TR2 là hàng TQ nhái bạn ơi . Làm_gì rẻ vậy .,0
"Ủa , cái này htc_10 đã có rồi mà , thông_minh j ở đây nữa .",0
Thôi mua m_5 đi ! ! ! rất tuyệt_vời ! ! !,1
"Người_ta nói thật mà bạn , bắn vô đầu mà_còn mạng đi mua điện_thoại sài mới là sạo đó bạn ah .",0
chuẩn ko có cửa so với note . và note năm nay sẽ phá ki lục doanh_số . note sẽ bắn đc bằng 1/10 ip7 nhỉ .,-1
"Cái này nên mua , đẹp quá . Giải_trí tốt , làm_việc nhẹ được , đúng phong_cách quý_tộc . Cái này dành cho sếp , nhân_viên thường phải làm_việc thường_xuyên thì_phải dùng Win cho bỗ_bã .",1
﻿mua con xiaomi_rmn_2 còn ngon hơn : ),-1
Chính cái dở_hơi đó đã chinh_phục rất nhiều người ... trừ bạn,0
Good,1
